"gene","gene_upper","log2FC","pvalue","padj","dataset","cell_type","threshold_used"
"Ntrk3","NTRK3",2.4078180354574,0.000900950262450331,0.00518189800724862,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ifi204","IFI204",2.40531375468649,3.92922358621117e-05,0.000364120666202127,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ccbe1","CCBE1",2.40205711423965,0.0126834403813019,0.0449712452387205,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mir22hg","MIR22HG",2.39626584551336,2.00498857792448e-16,1.66155034304555e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rassf2","RASSF2",2.39516076605213,1.00318998193237e-05,0.000107520114400177,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Spry4","SPRY4",2.39457368326393,1.41694497566748e-10,4.60440656258177e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Trank1","TRANK1",2.39318885923479,0.0124274145783106,0.0442067817819552,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm4117","GM4117",2.38764382030155,0.000319195924923487,0.00218516735955525,"GSE223744","EC","padj<0.05 & log2FC>=1"
"BC018473","BC018473",2.38569641019135,0.00931917582553806,0.0350557156493118,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm38211","GM38211",2.38519855298498,0.0072251454167722,0.0286640976106558,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fmn2","FMN2",2.38357188158823,0.00160688896649,0.00837520781752884,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ercc1","ERCC1",2.38356672653018,6.73807041802519e-22,1.08058684852034e-19,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mdga2","MDGA2",2.38227071520394,3.36253524789186e-05,0.000316516904855908,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sh2b2","SH2B2",2.37661007239151,0.0015652403883927,0.00820539003659382,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tlcd2","TLCD2",2.37528797723796,0.000131671997817655,0.00102913312373727,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Adcy7","ADCY7",2.37316723423841,0.00840766935205488,0.0322312601101351,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm10571","GM10571",2.37227187180874,0.00994964474472108,0.0369326718771044,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gale","GALE",2.37128288017259,8.85690428925553e-17,7.78688234974141e-15,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Unc80","UNC80",2.36713829016727,0.00306946669140474,0.0143142603917959,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Phyhd1","PHYHD1",2.36707245407052,7.29487379426144e-14,4.10218227651325e-12,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tlr4","TLR4",2.36308455935796,9.71584063176689e-14,5.39353717122444e-12,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Trp53i11","TRP53I11",2.36119092372055,0.000607330530883255,0.00375275233496182,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmcc3","TMCC3",2.35185072766542,0.000300111608252119,0.00207254109048114,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mall","MALL",2.34698598605476,4.82781846299613e-18,5.00705483707143e-16,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cytip","CYTIP",2.34355416070046,0.00276718741591844,0.0131021558348025,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Maff","MAFF",2.33899080155767,1.37454818684665e-11,5.47291370027219e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dnase1l3","DNASE1L3",2.33898800365731,0.00440079923803747,0.0190355577607438,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fkbp1a","FKBP1A",2.33759547901982,7.46019847277215e-26,2.01891621169396e-23,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Slc4a8","SLC4A8",2.33181773112725,1.83392806445913e-09,4.74792736568491e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tnfrsf23","TNFRSF23",2.33080707201096,5.89874969232943e-12,2.44417092514703e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"AC154597.1","AC154597.1",2.3290642666155,0.005569449900033,0.0230327127599065,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gpr3","GPR3",2.32468938812144,0.00491679564957151,0.0207755307759401,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cfap157","CFAP157",2.32259502481106,0.00330378855999431,0.0151620609059622,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm44530","GM44530",2.32125490212639,0.00749426780173938,0.0294466239396838,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mlxip","MLXIP",2.32003503484066,0.00265666577696639,0.0126828696959917,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm2238","GM2238",2.31822075152086,7.87197477834775e-05,0.00066217874288967,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ifitm1","IFITM1",2.30633010744183,8.17322194754573e-05,0.000683535510050662,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rai14","RAI14",2.30483136393561,2.5015359821813e-20,3.41154355995119e-18,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rnd1","RND1",2.30198452007384,5.48955910810273e-15,3.62897571573814e-13,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Itga3","ITGA3",2.29960180821167,9.38728259932665e-13,4.44228783115676e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fkbp11","FKBP11",2.29816159414955,0.00392847279752889,0.0174330383943634,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gja1","GJA1",2.29555003897365,7.53603362360941e-13,3.61562610418047e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm16144","GM16144",2.29487410328989,9.36368104141252e-05,0.00076463439715825,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Shroom3","SHROOM3",2.29317302903646,0.000310680925359963,0.00213701097189617,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ppp1r3a","PPP1R3A",2.29256337736233,0.012460904302022,0.0443077114578159,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dpf1","DPF1",2.28981753454552,0.0124131800685883,0.0441833700756164,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Abca13","ABCA13",2.28538407105148,0.0116228158354205,0.0419449590103166,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Acr","ACR",2.28045210105998,0.00169535064498971,0.00873912892000646,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Igfbp7","IGFBP7",2.27643285030026,3.26593394989048e-19,3.77106506747354e-17,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm8822","GM8822",2.27298711360702,0.00315748648561487,0.0146184618900961,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plekho1","PLEKHO1",2.26427253652514,6.42253303626114e-09,1.49112965399521e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rbm47","RBM47",2.26289125014995,0.00587483805281952,0.0240492070609393,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm2399","GM2399",2.26193154107379,1.75404353754258e-06,2.29110362520644e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Eda2r","EDA2R",2.26120461179384,1.99723560793389e-06,2.57573497612919e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fut4","FUT4",2.25963670417062,0.00905388936289487,0.0343211564380256,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhgb8","PCDHGB8",2.25582806231511,0.000200425358098107,0.00147279049735224,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Lrmda","LRMDA",2.24819527565133,0.00205222013634088,0.0102197966536585,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm43917","GM43917",2.24593303436308,0.000448416392374739,0.00290773939196199,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fkbp10","FKBP10",2.24444809216145,9.52311449052156e-18,9.70237311622549e-16,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm9780","GM9780",2.24342561871293,2.81794868081934e-06,3.49369156419405e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tc2n","TC2N",2.24318480059682,0.000213213306654518,0.00154868899395402,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mapk15","MAPK15",2.24232935826837,0.00262333626453922,0.0125514320723258,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gimap5","GIMAP5",2.2398258207075,1.1211954846109e-19,1.37724154563552e-17,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm17322","GM17322",2.23973501950732,1.00550105660621e-06,1.40820720185361e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tnfsf13b","TNFSF13B",2.23917445835724,0.0061370498096032,0.0249808937020746,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Scn3a","SCN3A",2.23862352370589,0.00560903945480551,0.0231416301470299,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmem176a","TMEM176A",2.23854107250156,1.33186503295358e-41,1.35693543357389e-38,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm6682","GM6682",2.23774540276729,0.00473722474856674,0.0202339661270471,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Kif15","KIF15",2.236433441649,0.0050795802372302,0.0213436025494486,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ino80c","INO80C",2.235803224299,1.1234903054116e-15,8.24527630920718e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sdk2","SDK2",2.23543670601859,5.3197165671462e-07,7.99110936192299e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Vash2","VASH2",2.23501781874518,0.0031625071973904,0.0146377938692682,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Slc6a15","SLC6A15",2.23098502024198,0.00620344785107504,0.0252156106032902,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm12735","GM12735",2.2308205901407,0.00481170413218957,0.020496486859204,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Phlda3","PHLDA3",2.22688178335268,1.9641914416938e-31,8.95257783424647e-29,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fam43a","FAM43A",2.2224704059362,6.57853289032043e-16,5.01939161499338e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Wnt9b","WNT9B",2.21395651228905,7.35003815693991e-06,8.19193441944654e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Lhx9","LHX9",2.21325765316595,0.00796561471020648,0.0308921734842759,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mt1","MT1",2.21015682509582,4.30793015199311e-05,0.000393737995949978,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Lbp","LBP",2.20805875034992,4.3149364315149e-12,1.83623339051199e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mir155hg","MIR155HG",2.20790489068986,0.00151899801109828,0.00800396883243754,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Adamts1","ADAMTS1",2.20615755196178,4.75768857609574e-07,7.28586791670895e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Aspm","ASPM",2.20424838123292,0.00221665479081018,0.0108883893865094,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cpxm1","CPXM1",2.20356984440404,0.00989677176900789,0.0367995034433698,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rian","RIAN",2.19996009384612,0.00490166484826846,0.0207419582633789,"GSE223744","EC","padj<0.05 & log2FC>=1"
"AC152063.6","AC152063.6",2.19996009384612,0.00490166484826846,0.0207419582633789,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ticrr","TICRR",2.18934308392647,0.00744578644029265,0.0292893529743059,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Snhg15","SNHG15",2.18110362368017,1.13035947270493e-08,2.50036092812892e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ciart","CIART",2.1800301997391,4.53909196712904e-13,2.29204294083601e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Epb42","EPB42",2.17980459232257,0.000850030291260848,0.00494210293542729,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Il17ra","IL17RA",2.17855538881581,8.15914960354007e-16,6.11759615295732e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Olfr1307","OLFR1307",2.17698851231298,0.00588399808405365,0.0240753240764964,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm11827","GM11827",2.17618644743336,1.57322032718598e-05,0.000161327270970167,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rnf207","RNF207",2.17113849741587,0.00212045222340879,0.0105022111837118,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Abca4","ABCA4",2.16537618205116,2.63193890170217e-08,5.31295824912373e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nus1","NUS1",2.16515460088761,2.17608359758248e-16,1.78624492465064e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Casp4","CASP4",2.16123006926047,3.84640988468067e-16,3.02817360012133e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sorl1","SORL1",2.15800785970974,0.00567303214776045,0.0233611309555899,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ppp1r18os","PPP1R18OS",2.1495338314232,0.00945046302256893,0.0354981608221414,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plxna2","PLXNA2",2.14857013241868,2.75120354706766e-28,9.53016908704239e-26,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Col4a2","COL4A2",2.14280073199658,5.4283914812304e-15,3.60228890631841e-13,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Megf10","MEGF10",2.14261472921616,0.00916318133692048,0.0346066944516927,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Lgmn","LGMN",2.14244128642554,0.000259445247396436,0.00183411905506379,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Metrnl","METRNL",2.14223100107183,2.79812304199652e-05,0.000268644629087471,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rhbdl2","RHBDL2",2.14017541017853,1.60288361432462e-09,4.19999155826057e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Uchl4","UCHL4",2.13799585091013,7.09592232100022e-05,0.000607220230235789,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Prx","PRX",2.13435735233833,5.4893136703561e-12,2.28545463390788e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhgc3","PCDHGC3",2.13221050546693,6.05318338382434e-16,4.72257370305575e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm16386","GM16386",2.13073473211094,9.12717844493751e-06,9.86783587180509e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Reln","RELN",2.1261636351661,0.0108206550437868,0.0395972417828833,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm38393","GM38393",2.12464579898343,0.00135063304495127,0.00725664069648426,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Apol8","APOL8",2.12450159176956,0.0132006355656959,0.0464516472974102,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Snhg14","SNHG14",2.12109621337376,1.29483256269076e-05,0.000135180831740831,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pkhd1l1","PKHD1L1",2.11948293267037,0.0116744862994051,0.0420903627613857,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dennd2d","DENND2D",2.1190903170178,5.09314906189586e-07,7.73801243438916e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Errfi1","ERRFI1",2.11522049919335,0.000213257693451521,0.00154868899395402,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Il2rg","IL2RG",2.11157313347864,9.16810368139308e-23,1.65407870585133e-20,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm12868","GM12868",2.11120965078555,1.79980643441783e-08,3.75574065591769e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nav3","NAV3",2.10556656327667,0.00980012298022166,0.0365028236596643,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sbno2","SBNO2",2.1018154730491,9.8081559624464e-19,1.08202077241765e-16,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm14167","GM14167",2.09854788699987,0.00113792059351248,0.00630479356354326,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Parvg","PARVG",2.09688538676575,0.00476182926042685,0.0203240223732363,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm43727","GM43727",2.09451667887123,0.0123853566678337,0.0441115314593625,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Prr5","PRR5",2.09304681025767,2.50232688941801e-09,6.28120314851013e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tnni1","TNNI1",2.08790424842169,0.00751892747495877,0.0295100439307242,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dtl","DTL",2.08423390231784,0.00798760694216034,0.0309497432300262,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm37139","GM37139",2.05838008347875,0.0144867999728228,0.0499524936351366,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Epha2","EPHA2",2.05464836856083,1.6673566046255e-12,7.57968934176212e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tnfrsf10b","TNFRSF10B",2.05404371073861,1.14158185743549e-12,5.31510692762977e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Aig1","AIG1",2.05331158838677,1.87146392845555e-25,4.91117503649244e-23,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Stx11","STX11",2.05103811499916,2.08912610985381e-16,1.72303162965086e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hmga1-rs1","HMGA1-RS1",2.04828681757964,0.000477617649836618,0.00307204485583886,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ubtd1","UBTD1",2.04743677328535,7.68984173083522e-12,3.11915828520061e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm44226","GM44226",2.04670037914833,2.10260398752518e-09,5.37918774947357e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Col4a1","COL4A1",2.04626417629184,2.22465980249277e-14,1.34724153074038e-12,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Abi3","ABI3",2.04610620656008,4.52218125812301e-20,6.02493687620696e-18,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Slc25a25","SLC25A25",2.04412977313404,9.09615920438551e-11,3.11971242415757e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plac9b","PLAC9B",2.04318537054367,9.16026313661944e-07,1.30045702890368e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nfkbie","NFKBIE",2.0409196280053,2.15267226243379e-06,2.75363985120778e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Zfp697","ZFP697",2.04009780456863,5.43453040912053e-12,2.26809799243296e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Zfp52","ZFP52",2.02900086494548,5.28264514824942e-17,4.81554810356211e-15,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cyth4","CYTH4",2.02671693526066,8.23896288663957e-07,1.18619149789358e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Snhg4","SNHG4",2.02173146304728,1.92254094872058e-09,4.96250510161556e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhb17","PCDHB17",2.02090359462903,3.45087189521368e-22,5.85971580638244e-20,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm44126","GM44126",2.02073136576125,0.0123234425266591,0.0439361927875125,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cdc42ep3","CDC42EP3",2.01994028879406,6.05027596519641e-10,1.70947438364114e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ifi30","IFI30",2.01864660601723,0.0115911098172014,0.0418769340913492,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ppp1r14b","PPP1R14B",2.01837562208889,1.33184538077327e-09,3.53255160719649e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"D430041D05Rik","D430041D05RIK",2.01703177374214,0.00737737844397283,0.0290532502613937,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm5905","GM5905",2.01037811335927,0.000631635629320029,0.00387803229345016,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Slco1b2","SLCO1B2",2.00638680770096,0.00594246439690678,0.0242686827055943,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cerk","CERK",2.00548136945578,3.39020776762209e-13,1.74757138497663e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm37745","GM37745",2.0040057298967,0.00927788388905511,0.0349408456095748,"GSE223744","EC","padj<0.05 & log2FC>=1"
"St8sia1","ST8SIA1",1.99627249115144,0.0124840206484919,0.044380795901453,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm43305","GM43305",1.99320882408716,1.89832543172887e-11,7.37197230438208e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Top2a","TOP2A",1.98959495496398,0.0103382405470801,0.0381380886635628,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tcf23","TCF23",1.98902118848143,1.60667318174645e-16,1.3508533741674e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ell3","ELL3",1.97740327099843,0.0133313887975089,0.046830841452281,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm37366","GM37366",1.97650948164639,0.0129664502037232,0.0457670506477454,"GSE223744","EC","padj<0.05 & log2FC>=1"
"S100a11","S100A11",1.97427559445087,1.60116035051343e-26,4.62201621181544e-24,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Anxa2","ANXA2",1.96946834235798,2.47785460507995e-25,6.31124143529186e-23,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Eif4ebp1","EIF4EBP1",1.96395199525057,4.14120933006641e-31,1.83912168196795e-28,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Six4","SIX4",1.95984017824366,0.00965472675604005,0.0360932155006721,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm11730","GM11730",1.95593753482417,0.000199894575892638,0.0014701376027433,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dll1","DLL1",1.95575456931665,6.8006941917467e-07,9.96514580381158e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ifitm10","IFITM10",1.95327893682905,6.39405419034472e-24,1.38431273220963e-21,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Aldh18a1","ALDH18A1",1.94788574199214,4.29477337282195e-08,8.27424636454686e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pvr","PVR",1.9470798045925,2.46573075176554e-13,1.28633905483672e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Asns","ASNS",1.94472890085364,6.4548088979728e-17,5.73319436476353e-15,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhb10","PCDHB10",1.9413720509838,0.00165429042659442,0.00857596832942692,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ace","ACE",1.93949023979942,5.65804954745888e-25,1.38024532622518e-22,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nid1","NID1",1.93938812031686,1.05895297615466e-15,7.83806219957207e-14,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hdc","HDC",1.93842696710541,0.00133119366396059,0.00716923950864348,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm10143","GM10143",1.93718131779518,0.00216658583162572,0.0106838873039512,"GSE223744","EC","padj<0.05 & log2FC>=1"
"A130071D04Rik","A130071D04RIK",1.934011047859,0.0136469841977464,0.0476671586237098,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Irx3","IRX3",1.92864172203553,1.60782524685752e-06,2.11446721910192e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Msn","MSN",1.92566187840717,5.3705996785922e-17,4.86431359161349e-15,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Zbp1","ZBP1",1.92519152466759,8.22244362951552e-07,1.18479803380373e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Kdm6b","KDM6B",1.9228895968396,0.000417132063679441,0.00274391467638736,"GSE223744","EC","padj<0.05 & log2FC>=1"
"C230088H06Rik","C230088H06RIK",1.92109256802562,0.00325390306706784,0.0149727951970284,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nuak2","NUAK2",1.91906230326638,4.17324960775455e-09,1.00809878948827e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Klf15","KLF15",1.90969865558269,0.000151953342687687,0.00116504289302822,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pde3b","PDE3B",1.908341316601,0.00728863760660708,0.0288085813205008,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Uchl3","UCHL3",1.90503863291322,4.65803827642294e-15,3.16381266461355e-13,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Procr","PROCR",1.90413161969855,4.10021328796575e-12,1.76655955590962e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cebpb","CEBPB",1.9020165084241,0.0122192139850677,0.0436274554156612,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm14005","GM14005",1.90010479769494,9.57201668733112e-11,3.25073194165833e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gmpr","GMPR",1.89820265473387,2.4283636552498e-10,7.48385382721114e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hilpda","HILPDA",1.88922809373285,1.22280430792909e-08,2.65733633793373e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Trpm5","TRPM5",1.88689801359038,0.00156760880798993,0.00821263900616624,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Icosl","ICOSL",1.88456938919181,1.47032652296998e-07,2.47724274103503e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Il1r1","IL1R1",1.88147350197422,1.74344309115043e-23,3.51121329520064e-21,"GSE223744","EC","padj<0.05 & log2FC>=1"
