gene_symbol,scores,logfoldchanges,pvals,pvals_adj,timepoint,comparison,cell_type,dataset
Tiprl,1.2489333,0.2982871,0.21168945550469687,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl1,1.2485285,1.3868911,0.21183760173149246,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Plpp1,1.2474873,0.28598726,0.21221889318963072,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arl6ip5,1.2470824,0.10473874,0.21236730702271178,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Dcun1d5,1.2470245,0.37939855,0.212388515117792,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tars,1.2460846,0.92668205,0.21273336110887953,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nop14,1.2442335,0.5714836,0.21341362414129117,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atxn10,1.2437708,0.57088375,0.21358393492800298,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
N4bp3,1.2434237,0.467367,0.21371173236319463,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rars,1.2431923,0.60870075,0.21379696129854864,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pdcl3,1.2429175,0.387374,0.21389820250556313,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Top1,1.2428019,0.16273455,0.21394084072719632,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Acox1,1.242209,0.5061443,0.21415945784492674,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ceacam1,1.2413992,0.207978,0.214458317087459,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm13196,1.2401556,3.3507733,0.21491786480977038,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ube2r2,1.2397362,0.19955352,0.21507298847855028,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Isg20,1.2393892,2.0338078,0.2152014276930172,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ino80c,1.238695,1.5305275,0.21545847190853895,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Wfdc17,1.2384636,0.72961056,0.21554420244466765,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gmpr,1.2384347,1.263013,0.215554920489181,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
BC003965,1.2375959,0.9079685,0.21586591079782025,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mfsd1,1.2363089,0.8100513,0.21634374815873403,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Qsox1,1.2358607,0.7454055,0.21651036454822237,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl38-ps2,1.2320719,1.1737851,0.21792223143959422,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl39,1.2319129,0.9840222,0.21798165271898118,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Abce1,1.2318839,0.73576,0.21799245783909427,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Stx4a,1.2315513,0.24018608,0.21811674439171613,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Thoc1,1.2311753,0.56684655,0.21825730355015804,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gstp-ps,1.2311175,0.7216667,0.21827893381217112,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Isca2,1.2310017,0.44651917,0.218322198957431,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufaf8,1.2304233,0.37749046,0.21853861711810452,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Clptm1l,1.2285434,0.7650801,0.2192430404796154,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ppt1,1.2282252,0.54580504,0.21936241169654302,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpsa-ps2,1.2281818,4.523637,0.21937869320428394,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gpbp1l1,1.227936,0.51828945,0.21947097146869754,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm17018,1.2256079,1.531665,0.22034628266101208,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7027,1.2254199,2.0674212,0.22041706906604674,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tpt1-ps3,1.224075,0.4775958,0.22092393985253433,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ccar1,1.2239015,0.20517443,0.22098940335485062,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Smim15,1.2236845,0.45349392,0.22107125228670044,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bcas2,1.2228748,0.37253127,0.22137701363021112,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pnkd,1.2224698,0.34064993,0.22153000790020416,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gltp,1.2223252,0.25768664,0.2215846670677416,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lypla2,1.222253,0.76815915,0.22161200027487182,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmem238,1.2221806,0.86355144,0.22163933589767038,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rnf181,1.2218624,0.6893186,0.22175964133791282,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mmadhc,1.2217612,0.53481036,0.2217979301505002,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Map1b,1.2216456,2.3959033,0.22184169459222347,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Supt16,1.2214286,0.13085389,0.2219237695928794,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tor1aip2,1.2200983,1.0881928,0.22242763875622573,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bud23,1.2196645,0.87411875,0.2225921208772429,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gnl2,1.2192885,0.69905704,0.22273474246573544,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8186,1.2192305,0.69916797,0.2227566900528456,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6477,1.2188112,0.76376176,0.22291585635366173,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lsm12,1.2185365,0.53125185,0.2230201818449915,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Zc3h15,1.2184497,0.13178048,0.22305313399462257,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Exosc7,1.2183629,0.82132214,0.22308608962812415,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tssc4,1.2170326,0.6763209,0.22359184568669754,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cyb5r4,1.2160492,1.0945497,0.22396619210546742,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rrs1,1.2158178,1.1945314,0.22405433870339253,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tsta3,1.215384,1.1823902,0.22421968042000917,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mageh1,1.2142849,0.79678875,0.2246389364149668,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fkbp8,1.214256,0.30829427,0.22464997702720124,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fos,1.2137933,0.1789827,0.22482667955819058,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl45,1.2136631,1.1201673,0.2248763950318674,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fam111a,1.2126797,3.4672973,0.22525227691604088,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufaf3,1.2115084,0.76244175,0.2257006038955317,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl21-ps10,1.2105106,2.841504,0.22608301422259558,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Aldh9a1,1.2096864,0.31466475,0.2263992669947681,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pde6d,1.2090356,0.6522885,0.22664916308886685,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psme1,1.2086885,0.10935828,0.2267825214262429,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vcp-rs,1.2086741,1.7761964,0.22678807923786803,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12466,1.2081245,1.1744579,0.22699934806777056,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rab13,1.2080812,0.48784345,0.2270160331611064,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Usp14,1.2075173,0.8717493,0.22723301895812964,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Os9,1.2075027,0.18086071,0.2272385846401025,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mgat2,1.2064327,0.37569067,0.22765071483511778,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nup85,1.2056952,0.7715678,0.22793506040508782,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Plpp3,1.2056807,0.6375438,0.22794063833677092,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Btg1,1.2047986,0.7905744,0.2282810760960272,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gdi1,1.2041334,0.38795435,0.2285380390661117,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12726,1.2021811,1.828269,0.22929335859748923,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fam129b,1.2013423,0.32755557,0.22961841121293503,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif1b,1.1984068,0.2712909,0.23075867659221627,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm10689,1.1976259,0.7494866,0.23106267490183163,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sike1,1.1970186,0.38585073,0.23129931467501252,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm11970,1.1967005,1.9518399,0.23142333752522182,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cdc26,1.1964257,0.36687744,0.23153048617428962,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Prpf19,1.1953411,0.45678562,0.2319537853913931,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gng12,1.194835,0.29799446,0.23215151293899638,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm14441,1.1944445,2.496785,0.23230412734345762,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Actr1b,1.1943867,0.50252855,0.23232674293924316,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cthrc1,1.1938227,0.9797631,0.2325473268886804,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ewsr1,1.1936058,0.29759774,0.23263220642674087,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ubxn2a,1.1932876,0.26050538,0.232756736173936,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mob4,1.1928972,0.4246641,0.23290963276251442,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5778,1.1928104,1.3483154,0.23294361945504394,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ift27,1.192579,0.9831393,0.23303426783273296,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snapc5,1.1911474,0.26747787,0.23359571101964682,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Chic2,1.1908293,0.45200694,0.23372060628636493,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp6v1c1,1.1906269,0.6144907,0.23380010973276955,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psip1,1.1899905,0.79064006,0.23405010249008296,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpa2,1.1896145,2.8601687,0.23419791448659633,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1110038B12Rik,1.189282,1.9015226,0.23432872637511704,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Polr2l,1.1890217,1.2061361,0.23443113699674112,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hpf1,1.1888192,0.50924975,0.2345108116189405,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psmd5,1.1885155,0.6228381,0.2346303595121786,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cyfip1,1.187995,0.12596391,0.23483539916394103,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sgta,1.186896,0.52474153,0.2352686772433279,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp5g2,1.1858258,1.3091503,0.235691096689724,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nmi,1.1854209,0.5169783,0.23585107093703273,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
B230118H07Rik,1.1847413,1.5748805,0.23611977180434462,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vapb,1.1834687,0.13859259,0.23662345337922286,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ppie,1.1833096,0.8182596,0.23668646694605222,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Calcrl,1.1817912,0.37006205,0.23728855720287179,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sfxn1,1.181531,1.4536315,0.23739188123942256,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl3,1.1810826,0.6320869,0.23756990269431466,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nek7,1.1802438,0.12084794,0.23790322832034216,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6136,1.17981,1.7200257,0.23807576765927363,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fbxo6,1.1797233,0.50362426,0.23811028612676133,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snf8,1.1787255,0.44320053,0.23850750249671293,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gpaa1,1.1785519,0.9627531,0.23857663131782647,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1810058I24Rik,1.1779013,0.38548955,0.23883599033235325,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12421,1.1762527,1.9770815,0.23949392335358322,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Avpi1,1.1760647,0.907762,0.239569031907525,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm11273,1.175732,1.0016503,0.23970195695668073,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tgfbi,1.175414,-22.436827,0.2398291513047982,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrps10,1.1746908,1.0200523,0.24011840630019343,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Serpinb6b,1.1745462,0.24202324,0.24017628679163228,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Smim14,1.1744595,0.16538249,0.24021101980575899,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Blvrb,1.174286,0.39150974,0.2402804964528178,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mtmr11,1.1724349,0.97001815,0.24102246185540688,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Smarca4,1.1723627,0.18380067,0.24105147758585377,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Crem,1.1723483,0.4629735,0.2410572810271041,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pycr2,1.1720445,0.84335923,0.2411791760217008,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snhg20,1.1707431,0.84087706,0.24170207468936578,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cgnl1,1.1706418,0.06991175,0.24174277800129573,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gusb,1.1698898,0.8891883,0.24204529648086026,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rela,1.1697164,0.6530908,0.2421151462458705,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mphosph10,1.16908,0.71142936,0.24237138337207076,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Trim47,1.1688632,0.15620258,0.24245878051768155,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Churc1,1.1685306,0.41392815,0.24259283251781083,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mocs2,1.168357,0.23600249,0.24266279337788388,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cndp2,1.167446,0.9923983,0.24303032064615315,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cul2,1.1672146,0.76506615,0.24312372317774877,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Iscu,1.1672001,0.3407036,0.2431295616736061,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufaf2,1.1671278,0.75323427,0.24315875563111766,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9143,1.1671278,2.6077917,0.24315875563111766,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ppm1g,1.1666073,0.51655716,0.24336902485839262,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Faf1,1.1661301,0.98667955,0.24356188386671218,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Yme1l1,1.1658987,0.33710575,0.24365542990719646,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cers5,1.1658553,0.40816098,0.24367297259947296,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7730,1.1658407,1.3308879,0.24367882036074195,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12760,1.1652045,2.2131355,0.24393621946603194,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cttn,1.1649731,0.57767653,0.2440298664707592,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Maea,1.1644526,0.3681976,0.24424066453814974,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arl8b,1.1626594,0.7161409,0.24496772531763422,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hmbs,1.159666,1.7128412,0.24618482895182203,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Timm44,1.1594201,0.6840786,0.2462849723362175,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Slc25a17,1.1585091,1.7011493,0.24665634088119004,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gatad2a,1.1582054,0.4313878,0.24678021753913437,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Camk1,1.1576848,0.5424261,0.24699267891186938,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6533,1.1574534,2.2373607,0.24708714730135717,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm15421,1.1573088,1.5900756,0.2471462028936392,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cdpf1,1.156499,1.276856,0.24747709688295838,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ubl4a,1.1562966,0.67800725,0.24755986882165248,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ntan1,1.1558194,0.19940077,0.24775505078269833,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5566,1.1557037,3.2438836,0.24780238383836806,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
As3mt,1.1556892,0.73050606,0.24780830091532124,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gmds,1.1546191,0.95790535,0.24824643905508348,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Babam2,1.1541997,0.61948407,0.24841828956692602,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Prcp,1.1527826,1.3638369,0.24899964148998377,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif2s3y,1.1522764,0.48127165,0.24920749751378968,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tsen34,1.1518282,0.48973912,0.24939169982570164,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Otub1,1.151698,0.825382,0.24944519573549317,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gsto1,1.151669,1.7125812,0.24945708480446283,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif2a,1.151539,0.44525492,0.24951059051553115,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lamtor3,1.1510328,0.4266845,0.2497187445187763,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tor1a,1.1507146,0.8420465,0.24984964626303796,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Dcp2,1.1501651,1.084815,0.2500758621723911,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ehbp1l1,1.1499627,0.6693699,0.25015924092712005,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrps33,1.1479671,0.3396759,0.2509821562424248,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Icam1,1.145422,0.61967695,0.2520344100587647,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tm2d1,1.1449882,0.45005417,0.2522140778971601,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmem33,1.1448869,0.37695083,0.25225601323710467,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tfg,1.1442072,0.74283665,0.25253770496925654,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atad3a,1.143918,1.5964967,0.25265764025840365,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tspan6,1.1438023,1.6329635,0.25270562548604203,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmem70,1.1433396,0.74251026,0.252897629898572,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12338,1.1432383,1.6211208,0.25293964440841943,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ccdc85b,1.1424141,0.21440005,0.2532819435741879,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bola1,1.1416765,1.0391454,0.2535884845969104,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rbx1-ps,1.1415464,0.6972281,0.2536426068743721,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mtx2,1.1412861,1.1739309,0.25375087555428466,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Anapc10,1.1399558,0.7494396,0.2543047512392099,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Stx12,1.1391748,0.21552207,0.2546302436866841,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pycard,1.1382204,1.4577934,0.25502846118420097,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sucla2,1.1375552,0.61952007,0.25530626267159784,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Steap3,1.1372081,0.7973784,0.25545128605709044,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Car14,1.13689,4.0658326,0.25558427445239473,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrps7,1.1368611,0.6459618,0.25559636669204366,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ddx24,1.1356753,0.14698245,0.25609249088621633,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sox13,1.1346775,1.1791815,0.25651047921960934,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Wdr12,1.1345907,1.1585889,0.2565468484070256,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Trmt1,1.1344606,0.7801183,0.25660140890158467,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Washc3,1.134287,0.60990345,0.2566741687598205,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cbx5,1.1338822,0.13655145,0.2568439974641733,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9800,1.1333616,0.79133356,0.25706246325263327,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Abcf2,1.133188,0.7084375,0.2571353138340482,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Usp39,1.1321468,1.7313523,0.2575727182114028,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mkl2,1.1319877,0.13475856,0.25763958930724207,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ddx46,1.1316551,0.14854017,0.2577794496034659,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Alkbh5,1.1309321,0.6037809,0.258083675375841,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2810004N23Rik,1.1308887,0.49639335,0.25810193683588,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gpat4,1.1292546,0.9190851,0.258790437699725,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
9530068E07Rik,1.1277796,0.38767114,0.25941300834412684,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nr2c2ap,1.1269408,1.1234325,0.2597674813412548,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Degs1,1.1266227,0.3490153,0.2599020243004836,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm10169,1.1258997,1.8220923,0.2602079831347489,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eef1akmt4,1.1234413,4.9124403,0.26125010726163134,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Zfand3,1.1233112,0.528399,0.26130535885528205,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
She,1.12321,0.18381815,0.261348337901939,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sirt7,1.122617,0.6216872,0.261600170459525,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ctbp1,1.122487,0.23329672,0.26165547321935745,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mtf2,1.1222844,0.56169343,0.26174151579452354,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Plekho1,1.1214457,2.8072255,0.2620981861900047,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sars,1.1211565,0.23212536,0.26222125380211037,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Clpx,1.120954,0.61038953,0.26230742487825187,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm11450,1.1205491,3.057649,0.2624798257052581,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7670,1.1203467,3.122473,0.2625660554579322,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ilk,1.1201731,0.2023966,0.2626399822431579,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rae1,1.1201298,0.67423147,0.26265846618501365,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cdc34,1.1198405,1.8402659,0.2627817154194394,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
